name,latitude,longitude
Lupoița,44.8547,22.95746
Lupoane,45.88333,21.81667
Lupoaia,45.41667,26.4
Lupoaia,47.19324,23.25122
Lupoaia,46.80334,22.12711
Lupoaia,45.54281,26.91115
Lupoaia,44.87737,24.11886
Lupoaia,44.81449,22.96126
Lupești,46.16667,26.73333
Lupești,46.17861,27.88187
Lupești,46.06938,22.21888
Lupeşti,45.15,23.71667
Lupeni,46.38333,25.21667
Lupeni,45.36029,23.23832
Lupele,45.6612,27.85661
Lupeasca,44.4,26.05
Lupăria,47.49135,27.02369
Lupăria,47.36783,26.88981
Lupăria,44.74429,26.11407
Lupănceşti,44.05,24.11667
Lupăiești,46.41072,22.91125
Lupac,45.28,21.81278
Lunguleţu,44.61667,25.65
Lunguleşti,45.05054,24.08641
Lungulești,44.88039,24.6124
Lungoci,45.56644,27.51924
Lungeştii Surducului,46.51667,23.56667
Lungeşti,46.5,23.53333
Lungești,46.10911,27.75373
Lungești,45.3191,26.49541
Lungeşti,44.88333,24.6
Lungeşti,44.56667,24.18333
Lungeni,47.23343,25.72584
Lungeni,44.05,28.4
Lungani,47.18333,27.15
Lungani,47.09402,27.40109
Lungani,44.76068,24.64467
Lunga,47.38333,25.58333
Lunga,46.01822,26.21208
Lunga,45.88326,20.5918
Luncșoru,44.40508,23.95245
Luncușoara,47.59624,26.35947
Luncșoara,47.03663,22.54213
Luncșoara,46.32113,22.62773
Luncșoara,46.06923,22.70903
Luncșoara,44.72763,23.04254
Luncşoara,44.65,25.0
Luncoiu de Sus,46.07591,22.81347
Luncoiu de Jos,46.1,22.76667
Luncile,47.53333,25.8
Luncile,45.56037,26.81421
Luncile,45.49662,26.5441
Lunceni,45.21667,26.63333
Lunca Zaicii,45.08623,22.45895
Luncaviţa,45.28333,28.26667
Luncaviţa,45.08333,22.26667
Lunca Vâscului,45.46667,26.36667
Lunca Vișagului,46.82816,22.76921
Lunca Târnavei,46.21841,23.98665
Vasile Goldiș,46.51667,21.93333
Luncasprie,46.85,22.31667
Luncași,47.11709,26.80598
Luncaşi,45.28333,26.86667
Lunca Săteasca,47.41387,24.17723
Lunca Sasului,45.5,26.23333
Luncaş,47.76667,23.1
Lunca Rateș,46.94766,27.5707
Lunca Puţului,45.26667,26.75
Hermeziu,47.44415,27.553
Lunca Priporului,45.43909,26.30869
Lunca Prahovei,45.04714,25.77161
Lunca Petrişorului,45.31667,26.86667
Lunca Ozunului,45.77184,25.83061
Lunca Oltului,44.65,24.26667
Lunca Veche,46.52787,28.17649
Luncani-Marginea,46.6,26.68333
Luncanii de Sus,45.73982,22.3103
Luncanii de Jos,45.71985,22.31335
Luncani,46.91235,25.35682
Luncani,46.6089,26.7626
Luncani,46.47274,23.95095
Luncani,45.62013,23.12137
Lunca Nerejului,45.7,26.7
Lunca Mureșului,46.87396,24.79095
Lunca Mureşului,46.43333,23.9
Lunca Murei,45.36667,26.76667
Lunca Moldovei,47.18561,26.59194
Lunca Meteșului,46.13965,23.36648
Lunca Merilor,46.36665,23.09771
Lunca Mare,45.43333,26.3
Lunca Mare,45.18333,23.38333
Lunca Mare,45.19932,25.74523
Lunca Mărcușului,45.74771,25.84134
Lunca Marameşti,45.43333,26.3
Lunca lui Buta,45.4,24.0
Lunca Leșului,47.30943,24.77602
Lunca la Tisa,47.95213,24.05216
Lunca Largă,46.52515,23.42692
Lunca Largă,46.37911,23.13188
Lunca Jiului,44.3,23.75
Lunca Jariștei,45.47881,26.26049
Lunca Ilvei,47.36667,24.98333
Lunca Guesţilor,46.36667,22.91667
Lunca Goiești,46.3758,22.91476
Lunca Gârţii,45.28333,25.15
Lunca Gantei,45.43333,26.75
Lunca Gămurii,46.81667,25.91667
Lunca Frumoasă,45.30699,26.5395
Lunca Florii,45.07946,22.46967
Lunca Dochiei,46.11721,27.07229
Lunca de Sus,46.53333,25.96667
Lunca de Sus,46.36667,22.91667
Lunca de Jos,46.41667,26.45
Lunca de Jos,45.45,23.38333
Lunca de Jos,46.56667,25.98333
Lunca de Jos,46.3716,22.8995
Lunca Corbului,44.68391,24.75855
Lunca Câlnicului,45.76667,25.76667
Lunca Cetățuii,47.0966,27.56319
Lunca Cernii de Sus,45.63941,22.58439
Lunca Cernii de Jos,45.63333,22.61667
Lunca Calului,45.33333,24.25
Lunca Bradului,46.95595,25.1114
Lunca Brad,46.13333,22.78333
Lunca Borlesei,47.32586,24.16414
Lunca Bonțului,46.98506,23.96029
Lunca Bisericii,46.81667,25.91667
Lunca Bisericii,46.36756,22.88049
Lunca Bicazului,46.83333,25.88333
Lunca Banului,44.61416,23.24518
Lunca Banului,46.595,28.16833
Lunca Asău,46.43503,26.41158
Lunca Apei,47.74121,23.16307
Lunca Ampoiței,46.13995,23.38518
Lunca,47.28144,26.73708
Lunca,46.88333,26.13333
Lunca,46.55,23.58333
Lunca,46.5,27.33333
Lunca,46.45,26.46667
Lunca,46.41667,26.43333
Lunca,46.4,27.38333
Lunca,45.8,26.78333
Lunca,45.76667,23.63333
Lunca,45.45,23.41667
Lunca,45.09733,24.26845
Lunca,45.05,24.18333
Lunca,45.05,24.15
Lunca,44.83333,24.75
Lunca,47.88313,26.27214
Lunca,47.61667,26.98333
Lunca,47.77078,26.01006
Lunca,47.22765,26.29979
Lunca,47.21701,25.74269
Lunca,47.01847,24.6809
Lunca,46.95235,27.56769
Lunca,46.85,24.56667
Lunca,46.83333,25.88333
Lunca,46.79789,27.1643
Lunca,46.51667,22.46667
Lunca,46.45567,27.54669
Lunca,46.43949,23.45949
Lunca,46.41667,26.71667
Lunca,46.37873,23.21865
Lunca Vesești,46.37808,22.94484
Lunca,46.37377,22.91018
Lunca,46.31667,27.23333
Lunca,46.16909,22.67895
Lunca,46.10526,24.07106
Lunca,45.97659,22.8731
Lunca,45.94669,27.8894
Lunca,45.46667,26.73333
Lunca,45.37514,27.18142
Lunca,45.29661,26.35737
Lunca,45.20022,25.44351
Lunca,45.17238,25.12646
Lunca,45.17036,24.36819
Lunca,45.15,24.01667
Lunca,45.04677,25.26883
Lunca,45.00494,27.21335
Lunca,44.95795,26.64052
Lunca,44.8,23.55
Lunca,44.73288,28.77495
Lunca,44.65,27.83333
Lunca,44.66134,24.6208
Lunca,44.34256,26.7727
Lunca,43.83333,24.76667
Luna de Sus,46.74313,23.43539
Luna de Jos,46.93677,23.76014
Luna,47.84924,23.43768
Lumnicu de Sus,44.63333,23.0
Lumnic,44.63119,23.00479
Luminița,44.89472,28.33068
Luminița,44.36578,28.6344
Luminișu,47.36188,23.60935
Luminiș,46.81332,26.45275
Luminile,45.03669,24.54226
Lumineşti,45.06309,24.11765
Lumineşti,45.03333,24.11667
Luminești,46.32596,22.94201
Lumina,45.06667,29.45
Lumina,44.28333,28.56667
Lujerdiu,46.96978,23.71719
Lujana,47.81667,24.43333
Luizoaia,47.76667,26.63333
Luizi-Călugăra,46.53333,26.83333
Luica Mihai Vodă,44.23333,26.58333
Luica,44.23333,26.58333
Luhei,47.85,24.5
Luguzău,46.33145,21.93541
Lugojel,45.66644,21.9618
Lugoj,45.68861,21.90306
Lugașu de Sus,47.07917,22.35605
Lugaşu de Jos,47.06667,22.35
Lueta,46.26667,25.48333
Luieriu,46.85,24.71667
Luduş,46.48333,24.1
Ludu,44.95956,22.80709
Ludoş,45.91667,23.9
Ludișor,45.77529,24.88736
Ludeştii de Sus,45.73333,23.16667
Ludeștii de Jos,45.71815,23.1725
Ludeşti,44.86667,25.23333
Ludași,46.61962,26.57926
Ludăneasca,44.00328,25.58105
Luculeşti,45.08333,23.78333
Luciu,44.96667,27.08333
Luciu,44.74722,27.7276
Lucieni,45.13486,25.11344
Lucieni,44.85,25.43333
Luceni,44.96667,26.96667
Luceni,47.2876,27.61441
Lucianca,44.67233,25.89439
Lucareț,45.83865,21.67178
Lucacevăț,44.69024,21.79078
Lucăcești,47.53162,26.10681
Lucăcești,47.53996,23.3355
Lucăceni,47.74194,22.47819
Lubirnea,45.71667,23.18333
Lozova,45.4483,27.8212
Loznicioara,45.55,22.46667
Lozna-Pleşi,45.6,22.36667
Lozna,47.95144,26.27723
Lozna,47.31667,23.46667
Lozinca,46.48333,27.25
Lozia,47.01667,26.56667
Lovrin,45.96806,20.77028
Lovnic,45.98569,25.00909
Loturi Ungureanu,47.95,26.4
Loturi Enescu,47.98893,26.38582
Loturi,48.04521,27.07064
Loturi,45.21548,25.01834
Loțu,46.40018,24.89915
Lotoşi,44.9,24.88333
Lotaşi,45.3,26.61667
Lorău,46.91659,22.63139
Loranta,47.14121,22.3257
Lopătari,45.48333,26.58333
Lopătăreasa,45.5397,26.65855
Lopata,45.65,26.06667
Lopatnița,45.18558,26.22021
Lopadea Veche,46.37792,23.66381
Lopadea Nouă,46.2909,23.81901
Lonea,45.45,23.41667
Lompirt,47.32302,22.84556
Loman,45.85772,23.55319
Loloiasca,44.96808,26.29141
Loloeşti,44.26667,24.1
Lojnița,45.58561,26.83689
Logrești Moșteni,44.90663,23.7048
Logreşti,44.9,23.7
Logig,46.87946,24.57378
Lodroman,46.11792,24.0741
Locusteni,43.97456,23.99754
Locu Pierzării,46.18333,21.31667
Locodeni,46.24046,25.3567
Lobodaş,46.56667,23.78333
Loamneş,45.93333,24.1
Livezi-Vale,46.41667,26.73333
Livezile,46.26667,27.28333
Livezile,45.23333,26.66667
Livezile,47.18333,24.56667
Livezile,46.35,23.63333
Livezile,45.9546,26.8368
Livezile,45.39026,21.05794
Livezile,45.01602,25.4677
Livezile,44.77831,25.25055
Livezile,44.51222,22.86333
Livezi,46.51784,25.85087
Livezi,46.40639,26.73613
Livezi,45.61417,22.86805
Livezi,44.84029,23.82505
Livezi,44.7774,22.92244
Livezi,44.23121,23.7894
Livezeni,46.55,24.63333
Livezeni,45.38333,23.38333
Livezeni,45.03838,24.97676
Liveni Loturi,47.95,26.4
Livenii Vechi,48.05,27.08333
Livenii Sat,48.05,27.06667
Livenii Noi,48.06667,27.06667
Liveni,48.05736,27.06279
Livedea,45.53333,27.1
Livedea,44.58788,26.42935
Livadia de Coastă,45.48333,23.13333
Livadia,45.20546,24.24192
Livadia,45.49451,23.13136
Livadea,45.18663,25.92805
Livada Mică,47.84435,23.11623
Livada Mică,45.39032,26.92172
Livada Gordedszeg,47.86667,23.11667
Livada Ferma,47.86667,23.11667
Livada de Bihor,47.01039,21.80836
Livada Beiușului,46.65005,22.40073
Livada,45.26667,25.05
Livada,47.86667,23.13333
Livada,47.82639,27.09662
Livada,47.00209,23.84568
Livada,46.56958,23.5919
Păulian,46.33333,22.16667
Livada,46.21667,22.63333
Livada,46.22284,21.38403
Livada,46.2,26.85
Livada,45.77449,26.92223
Livada,45.38182,26.94764
Liborajdea,44.67421,21.77232
Liubcova,44.65885,21.89559
Liteni,46.61667,23.45
Liteni,47.56667,26.2
Liteni,47.52049,26.5283
Liteni,47.30169,27.03837
Litcov,45.05,29.35
Liţca,47.05,26.96667
Lita,46.63268,23.46646
Liţa,43.8,24.81667
Lișteava,43.83418,23.92022
Lisnău Vale,45.76667,25.93333
Lisnău,45.77538,25.88957
Lișna,48.10699,26.47686
Lisândreşti,44.86667,24.03333
Lișcoteanca,45.00452,27.55317
Lisaura,47.63824,26.29758
Lisa,45.71667,24.85
Lisa,44.35211,24.53306
Lisa,43.8,25.13333
Lipovu de Sus,44.12357,23.62376
Lipovu,44.1,23.63333
Lipoveni,47.72396,26.2256
Lipovăţ,46.56667,27.7
Lipova,46.71667,27.23333
Lipova,46.09085,21.69628
Lipniţa,44.1,27.6
Lipieni,45.26667,26.75
Lipaia,46.38367,23.07786
Lipia,45.1397,26.73505
Lipia,44.7727,24.72557
Lipia,44.71003,26.26445
Lipău,47.7175,23.13256
Lipăneşti,45.05,26.01667
Lipănescu,44.85,26.9
Bascovele,45.01174,24.64582
Lintea,45.03039,23.44325
Linț,46.53204,24.00054
Linsești,46.8013,27.13875
Liniştea,47.28333,25.38333
Linia Zisului,44.98333,24.76667
Linia Richiţele,44.91667,24.65
Linia pe Vale,44.90664,24.41407
Linia Mare,44.9,24.7
Linia Mare,44.86667,24.6
Linia Mare,44.85,24.65
Linia Mare,44.66667,24.45
Linia Hanului,44.98715,24.42395
Linia din Vale,44.46916,24.34082
Linia de Jos,44.93333,22.9
Linia Dealului,44.78939,24.05237
Linia Costii,44.27789,25.3135
Izvoru,45.19249,26.59154
Linia Bisericii,45.09837,24.05972
Linia,45.55,26.91667
Linia,44.88333,25.08333
Linia,45.07222,24.40444
Linia,44.90387,23.80154
Linia,44.68333,25.9
Lingureşti,45.4,26.38333
Lânga,44.36149,23.96242
Lineşti,44.71667,24.31667
Lindenfeld,45.31376,22.11227
Limpeziș,44.95357,26.7049
Limba,46.03999,23.59769
Limanu,43.8,28.53333
Liliești,45.03458,25.88554
Lilieci,44.4,26.43333
Lilieci,46.62861,26.87176
Lilieci,44.54947,26.37827
Liliacu,45.1,24.15
Liliac,46.78743,26.83031
Liiceni,44.12339,24.27617
Lihulești,44.98579,23.65914
Lighitiş,45.76667,21.93333
Lighet,45.86667,21.56667
Ligatu,46.35,25.8
Liești,46.10545,27.43303
Lieşti,45.61667,27.51667
Liești,45.49924,27.05104
Liebling,45.5775,21.32167
Licuriciu de Sus,44.95,23.61667
Licurici,44.91667,23.61667
Licuriciu,44.09783,25.19643
Lichitișeni,46.37728,27.28792
Liceşti,44.28333,24.55
Licari,45.45,26.56667
Libotin,47.50541,23.96833
Libertatea,47.61678,27.2876
Libertatea,44.26915,27.49928
Liban,46.66667,25.55
Levişteanca,44.8,24.0
Leurda,47.26306,23.90582
Leurda,44.79921,23.00184
Leu de Sus,44.2,23.96667
Leucușești,47.42751,26.37307
Leucușești,45.83614,22.00447
Leuceşti,45.18333,24.5
Leu,44.18333,24.0
Leţeşti,47.05,25.96667
Letea Veche,46.55,26.95
Letea,45.28174,29.52588
Letca Veche,44.19911,25.68681
Letca Nouă,44.23496,25.74262
Leţcani,47.18333,27.41667
Leţcani,46.71667,26.73333
Letca,47.33333,23.45
Leţ,45.85,26.01667
Leşu,47.31667,24.75
Lespezi,47.36667,26.7
Lespezi,46.66493,26.76882
Lespezea,46.47592,22.90094
Lespezi,46.16027,27.24065
Lespezi,45.13723,25.12602
Lespezi,45.12056,24.38305
Lespezi,44.01897,27.83084
Lespedea,45.05,23.88333
Lespedea,47.85,24.36667
Leșnic,45.91421,22.74096
Leșmir,47.25659,22.57474
Leșile,44.62914,25.153
Leşile,44.6,26.28333
Leșile,44.42728,23.78399
Lescovița,44.8706,21.54553
Leș,46.96497,21.84004
Lereşti-Purcăreşti,44.78333,24.56667
Lereşti,45.33333,25.06667
Lereni,46.48333,26.56667
Lera,45.33429,26.23633
Lepșa,45.95176,26.57549
Lepindea,46.32889,24.47546
Leotești,44.36683,24.1522
Leoști,46.66189,27.94814
Leoști,46.613,28.07509
Leorzeni,46.43333,26.33333
Leorința-Șăulia,46.61897,24.21221
Leorința,46.60825,24.22974
Leorinț,46.25402,23.72548
Leordişu,47.33333,26.58333
Leordina,47.78333,24.25
Leordeni,44.38333,26.21667
Leordeni,46.47022,24.4891
Leordeni,44.78333,25.11667
Leordoasa,44.51087,23.4138
Leorda,46.43333,26.43333
Leorda,47.81667,26.45
Leorda,44.86667,22.98333
Leontinești,46.51693,26.59302
Lențea,44.98576,25.10547
Leniș,46.72793,24.42005
Lenauheim,45.87194,20.79944
Lemniu,47.35325,23.48667
Lemnia,46.05,26.26667
Leliceni,46.34713,25.84782
Lelești,47.22216,23.95732
Lelești,46.62012,22.45709
Leleşti,45.1,23.2
Lelese,45.73333,22.7
Lelei,47.37586,23.06816
Leleasca,44.78333,24.43333
Lela,47.06667,26.56667
Leiculești,45.1817,26.58186
Leicești,45.09586,24.86108
Lehnești,47.91471,27.12191
Lehliu-Gară,44.43333,26.85
Lehliu,44.46667,26.81667
Lehești,46.30375,22.98386
Leheceni,46.44657,22.51638
Lehancea,46.19706,27.34556
Legii,46.85594,24.04962
Leghia,46.84707,23.18919
Lefe,47.56667,25.35
Lefaia,46.74793,24.47042
Leeşti,45.5,27.03333
Lecuşeni,47.01667,26.85
Lechința,47.92313,23.29823
Lechinţa,47.01667,24.35
Lechința,46.47405,24.22857
Lechincioara,46.6657,24.42009
Leasa,46.27529,22.546
Leamna de Sus,44.30222,23.68334
Leamna de Jos,44.31115,23.7229
Leahu-Nacu,47.49341,26.96011
Lazuri de Beiuş,46.58333,22.4
Lazuri,47.85,22.86667
Lazuri,47.09914,22.75102
Lazuri,46.79525,22.41306
Lazuri,46.34162,23.17393
Lazuri,46.36347,23.02359
Lazuri,46.3428,22.55962
Lazuri,45.02469,23.4801
Lazuri,44.87859,25.54964
Lazu Baciului,47.90513,23.92052
Lazu,44.93333,23.35
Lazu,46.57888,27.49517
Lazu,44.72778,22.7785
Lazu,44.29572,23.54255
Lazu,44.1153,28.60717
Laz-Șoimuș,46.36073,24.98218
Laz-Firtănuș,46.39409,25.04221
Lăzeşti,46.46667,22.85
Lăzești,46.41977,22.93937
Lazaret,45.56124,24.2626
Lăzărești,46.1919,25.94339
Lăzărești,45.15659,24.9954
Lăzărești,45.13457,23.415
Lăzărești,44.82697,24.75676
Lăzărești,44.71271,24.63204
Lăzăreni,46.86667,22.06667
Lăzarea,46.75,25.53333
Laza,46.65,27.58333
Laz,45.86667,21.61667
Laz,46.3703,22.25006
Laz,46.05204,23.41904
Laz,45.8684,23.58122
Lăureni,46.54322,24.7347
Laura,47.93333,25.58333
Lăunele de Sus,44.93457,24.49091
Lăunele,44.81813,24.4009
Lățunaș,45.21214,21.48091
Latrioara,45.65,24.26667
Rățoi,44.78872,24.65247
Latinu,45.39114,27.69942
Lățești,46.18385,27.98623
Lăteni,44.53333,27.9
Lăstuni,45.60132,26.88909
Lăstuni,45.02718,28.69698
La Spăhaia,45.88333,21.91667
Laslea,46.21667,24.65
Laslău Mic,46.3681,24.55676
Laslău Mare,46.38448,24.54246
Lăscud,46.39182,24.35565
Lăschia,47.54332,23.73214
Lăsău,45.91866,22.49582
La Saivane,46.26667,27.71667
Larsa,46.75,24.16667
Lărguța,46.47951,26.81784
Largu,47.1,25.98333
Largu,44.96667,27.15
Lărgășeni,46.1943,27.29553
Larga,47.45201,24.10507
Larga-Jijia,47.32118,27.38698
Larga,46.82387,24.91843
Larga,46.78333,23.85
Larga,46.71971,24.18108
Larga,46.68333,24.88333
Larga,46.3506,26.53321
Larga,44.77338,23.06645
Lăpuștești,46.71589,23.18708
Lăpuşnicu Mare,44.91306,21.94417
Lăpuşnicel,44.98306,22.22694
Lăpușnic,45.91304,22.61907
Lăpușnic,45.89362,21.92238
Lăpușna,46.76795,25.21502
Lăpușel,47.6183,23.47913
Lăpușani,45.11667,24.85
Lăpuş,47.5,24.01667
Lăpuş,46.68333,24.15
Lăpugiu de Sus,45.85,22.48333
Lăpugiu de Jos,45.88333,22.48333
Lapoşu,46.81667,25.91667
Lapoș,45.15197,26.41911
Lăpoșel,45.14729,26.39442
Lăpoș,46.39363,26.46245
La Pătruţ,46.13333,24.05
Lanurile,45.26952,27.08773
Lanurile,45.04149,27.74916
Lanurile,44.06923,28.37794
Lăngești,44.69896,24.77885
Lancrăm,45.98708,23.55665
Lămotești,45.65851,27.25113
Lămoteşti,44.31667,26.4
La Moară,45.63333,24.3
La Maşină,47.66667,24.15
Lămășeni,47.49322,26.22806
Laloşu,44.55,24.01667
Lăloaia,46.43333,26.4
Lălești,46.4747,27.42637
Lalașinț,46.07125,22.00929
Lăicăi,45.16838,25.20586
Lahovari,44.73333,22.63333
La Hodăi,46.2,23.83333
La Hagieni,47.05,27.11667
La Drumul Ţării,46.43333,24.38333
Lădeşti,44.88333,24.05
Lădăuți,45.72186,26.06305
Lada,44.31946,25.21211
Lacu Turcului,44.76226,26.21941
Lăcustenii de Sus,44.73214,23.88728
Lăcustenii de Jos,44.6866,23.88833
Lăcusteni,44.69544,23.89984
Lăcusteni,44.60715,27.67569
Lacu Sinaia,44.92847,26.55683
Lacu Sărat,46.80342,22.35528
Lacu Sărat,45.21867,27.88764
La Curte,46.88442,24.37323
Lacu Roşu,46.71667,25.6
Lacurile,45.54352,26.64673
Lacurile,45.08493,24.53922
Lacu Rezii,44.89738,27.67286
La Curătură,46.55,23.51667
Lacu lui Baban,45.60344,26.97527
Lăculețe-Gară,45.0162,25.41012
Lăculețe,45.01837,25.43108
Lacu cu Anini,45.3261,26.42182
Lacu Cocorului,44.28333,26.56667
Lacu Babei,46.58559,27.59016
Lacu,46.88505,24.10756
Lacu,45.40386,26.53058
Lac,44.61667,23.06667
La Cruce,46.58333,23.46667
Lăcriţa Mică,44.29646,23.96118
Lăcriţa Mare,44.29437,23.98556
Lăceni,44.71656,24.87634
Lăceni,44.08466,25.3327
Lăceanca,44.03333,25.38333
Labașinț,45.96026,21.79031
Lăunele de Jos,44.8807,24.43977
Jurubeşti,45.48333,26.6
Iuriu de Câmpie,46.7,23.91667
Jurilovca,44.76667,28.86667
Iurești,47.63333,27.08333
Jurești,45.70593,22.06899
Jurca,47.1263,23.54804
Juravlea,47.58333,25.13333
Jupiter,43.85542,28.6024
Jupânești,45.78333,22.26667
Jupânești,45.06667,24.85
Jupâneşti,44.9,23.53333
Jupani,45.80564,22.02039
Jupânești,44.83347,22.56547
Jupalnic,44.71667,22.4
Jupa,45.45755,22.18865
Julița,46.03925,22.13576
Julfeni,47.18333,26.5
Juguri,44.83333,27.11667
Jugureni,45.1,26.45
Jugureni,44.62323,25.40449
Jugureanu,44.94313,27.27878
Jugur,45.19255,25.08493
Juguleşti,45.1,25.21667
Jugastru Vechi,44.58333,23.4
Jugastru Nou,44.58333,23.4
Jugastru,44.57863,23.39512
Jugăstreni,47.39527,23.66425
Jugaru,44.56667,24.65
Judeşti,46.16667,22.71667
Juc-Herghelie,46.85935,23.76108
Jucu de Sus,46.85,23.78333
Jucu de Mijloc,46.84236,23.7738
Jucu de Jos,46.86667,23.8
Josenii Bârgăului,47.21667,24.68333
Joseni,47.03333,26.41667
Joseni,46.7,25.5
Joseni,46.36667,26.48333
Joseni,45.31252,26.65572
Josani,46.63333,23.13333
Josani,47.00005,22.46382
Josani,46.75456,22.35575
Josani,45.80142,22.85559
Jos,46.35,25.85
Iormănești,44.90643,22.91556
Jorăşti,45.98333,27.86667
Jorăști,45.71477,27.26335
Jora,47.2,26.96667
Jolotca,46.86389,25.52774
Joldișești,46.31952,22.93821
Joldești,47.56004,26.57705
Jojei,46.34909,22.83344
Joiţa Gară,45.28333,27.0
Zoița,45.3,27.03333
Joiţa,44.49417,25.85389
Joia Mare,46.30015,22.17957
Jiu-Paroșeni,45.36175,23.26044
Jiu-Paroşeni,45.35,23.25
Jiul,44.21318,23.83415
Jiu Coroeşti,45.38333,23.31667
Jitoni,45.46667,23.26667
Jitin,45.14953,21.72897
Jitia de Jos,45.56815,26.78272
Jitia,45.58333,26.71667
Jitaru,44.5463,24.54876
Jităria,47.91667,25.56667
Jitani,45.45,23.41667
Jirov,44.67098,23.08693
Jirlău,45.16667,27.16667
Jina Dobra,45.78333,23.68333
Jina,45.78333,23.68333
Jimbor Fânaţe,46.9,24.15
Jimbor,46.92628,24.20868
Jimbor,46.10954,25.38819
Jimbolia,45.79139,20.71722
Jilțu,44.68955,23.3789
Jiliște,45.60094,27.24156
Jilavele,44.76667,26.53333
Jilava,45.1,24.11667
Jilava,44.33333,26.07806
Jijila,45.3,28.15
Jijia,47.21667,27.76667
Jijia,47.64863,27.09794
Jigoreni,46.89644,27.31416
Jigoreasa,45.45,23.26667
Jigodinu,46.33333,25.81667
Jigodin-Băi,46.34062,25.8092
Jignița,44.71555,22.90114
Jigălia,46.31183,27.92244
Jieț,45.42702,23.42837
Jieni,46.53333,26.95
Jieni,44.37804,23.7996
Jieni,43.95095,24.59349
Jidvei,46.21667,24.1
Jidoviţa,47.28333,24.43333
Jidoștița,44.71582,22.59311
Jideşti,46.9,26.58333
Jichișu de Sus,47.10081,23.74783
Jichişu de Jos,47.11667,23.8
Jibou,47.25896,23.25651
Jiblea Veche,45.2436,24.35163
Jiblea Nouă,45.22312,24.35771
Jibert,46.0,25.06667
Jiana Veche,44.39083,22.66861
Jiana Mare,44.41113,22.6889
Jiana,44.40184,22.71278
Jgheaburi,45.81238,26.81615
Jgheaburi,45.28137,24.80542
Jghiab,45.5246,26.63956
Jeţu,45.45,26.3
Jeriștea,45.12372,23.52889
Jereapăn,47.68333,23.96667
Jercălăi,45.02112,26.22433
Jena,45.60256,22.07507
Jelna,47.10954,24.55599
Jeledinți,45.80357,23.07606
Jeica,46.98024,24.50648
Jegălia,44.3,27.63333
Jeflești,46.38061,22.8807
Jecu,46.93333,26.2
Jebucu,46.88372,23.1061
Jebel,45.55556,21.21361
Jdioara,45.62104,22.10699
Jariştea,45.78333,27.06667
Jamu Mare,45.25417,21.41694
Jahalia,47.37993,26.23992
Jacu,46.32192,24.81556
Jacota,47.50984,26.38977
Jacodu,46.32805,24.83197
Jac,47.16713,23.19825
Jabenița,46.78407,24.79671
Izvoru Rece,45.16724,23.90068
Izvoru Rece,44.9334,24.40785
Izvoru Pietrii,47.38333,24.18333
Izvoru Negru,47.65,24.55
Izvoru Mureșului,46.6271,25.68274
Izvoru Muntelui,46.94087,26.0746
Izvoru Mare,44.15,28.16667
Izvorul Trotușului,46.48334,25.94197
Izvorul Rece,44.35603,23.75295
Izvorul,45.48333,26.7
Izvoru Jos,44.46667,25.06667
Izvoru Frumos,44.45333,23.0
Izvoru Dulce,45.34178,26.7773
Izvoru Dulce,45.11153,26.63212
Izvoru Dragoş,47.65,24.55
Izvoru din Faţă,44.7,24.18333
Izvoru din Deal,44.73333,24.18333
Izvoru de Sus,44.81667,24.65
Izvoru de Jos,44.78306,24.64668
Izvoru Crişului,46.83333,23.1
Izvoru Bârzii,44.70667,22.67417
Izvoru Berheciului,46.58333,27.21667
Izvoru Aneștilor,44.55846,22.85532
Izvoru Ampoiului,46.14695,23.17484
Izvoru Alb,47.51667,25.6
Izvoru Alb,46.99875,26.04593
Izvoru,47.63333,24.65
Izvoru,45.03333,23.88333
Izvoru,46.86583,27.01784
Izvoru,45.33426,26.51916
Izvoru,45.15,25.61667
Izvoru,45.07621,25.53495
Izvoru,44.72921,24.17336
Izvoru,44.60888,25.3743
Izvoru,44.50978,25.54134
Izvoru,44.49414,25.0647
Izvoru,44.42765,24.2501
Izvor,44.42345,23.79935
Izvoru,43.88534,25.66419
Izvorașu,44.77101,24.19514
Izvoranu,45.23364,26.58285
Izvorani,44.87338,24.94083
Izvorani,44.69901,26.12097
Izvorălu de Jos,44.53535,22.92198
Izvorălu,44.54143,22.96837
Izvor,45.0712,22.40517
Izvoarele Sucevei,47.75,25.18333
Izvoarele de Sus,46.53333,26.91667
Izvoarele de Jos,46.51667,26.93333
Izvoarele,47.59518,23.86914
Izvoarele,47.40005,22.39694
Izvoarele,47.04241,26.9023
Izvoarele,46.45927,22.8365
Izvoarele,46.40114,23.5367
Izvoarele,46.17011,23.90377
Izvoarele,46.1558,27.34389
Izvoarele,45.66803,22.86022
Izvoarele,45.54571,27.76909
Izvoarele,45.36934,26.48348
Izvoarele,45.03333,28.53333
Izvoarele,45.03333,25.26667
Izvoarele,44.71723,23.39888
Izvoarele,44.30958,22.66348
Izvoarele,44.28333,26.01667
Izvoarele,44.26667,24.51667
Izvoarele,44.16615,27.54334
Isvoarele,44.16968,26.31374
Izvoarele,44.13333,25.21667
Izvoarele,44.03389,25.77472
Izvoarele,43.81667,25.38333
Izvoare,46.91013,26.47014
Izvoare,46.74699,26.80221
Izvoare,46.38333,25.36667
Izvoare,44.14773,23.29582
Izvin,45.80034,21.46066
Izlaz,46.48338,22.72337
Izimșa,44.17819,22.95649
Izgar,45.54372,21.60591
Izești,45.11267,26.14599
